idcliente;cliente;produto;fornecedor;idfornecedor;dtstatusvenda;statusitem;idvendedor;idproduto;pesounitario;qtdnofator;estoque_anterior;pesototal;idcliente;cidade;uf;qtdvendido;vlrunitario;vlrtotal
3516;LOJA MERCONPLAS LTDA;SANITA (REDONDA) - MONTE LIBANO;MONTE LIBANO IND. E COM. DE BRINQUEDOS LTDA;60;2016-04-28;LANCADO;3;7896744811407;0.0000;2.0000;381.0000;0.00000000;3516;ARAPIRACA;AL;2.00000000;10.5600000000000000;21.120000
3516;LOJA MERCONPLAS LTDA;SANITA (AVULSA) - MONTE LIBANO;MONTE LIBANO IND. E COM. DE BRINQUEDOS LTDA;60;2016-04-27;LANCADO;3;7896744811353;0.0000;1.0000;257.0000;0.00000000;3516;ARAPIRACA;AL;1.00000000;5.2300000000000000;5.230000
3516;LOJA MERCONPLAS LTDA;ESCOVA C/SUPORTE - MONTE LIBANO;MONTE LIBANO IND. E COM. DE BRINQUEDOS LTDA;60;2016-04-27;LANCADO;3;7896744810400;0.0000;1.0000;49.0000;0.00000000;3516;ARAPIRACA;AL;1.00000000;6.2100000000000000;6.210000
3516;LOJA MERCONPLAS LTDA;SANITA (REDONDA) - MONTE LIBANO;MONTE LIBANO IND. E COM. DE BRINQUEDOS LTDA;60;2016-04-26;LANCADO;3;7896744811407;0.0000;3.0000;384.0000;0.00000000;3516;ARAPIRACA;AL;3.00000000;10.5600000000000000;31.680000
3516;LOJA MERCONPLAS LTDA;ESCOVA C/SUPORTE - MONTE LIBANO;MONTE LIBANO IND. E COM. DE BRINQUEDOS LTDA;60;2016-04-26;LANCADO;3;7896744810400;0.0000;3.0000;52.0000;0.00000000;3516;ARAPIRACA;AL;3.00000000;6.2100000000000000;18.630000
3516;LOJA MERCONPLAS LTDA;SANITA (REDONDA) - MONTE LIBANO;MONTE LIBANO IND. E COM. DE BRINQUEDOS LTDA;60;2016-04-25;LANCADO;3;7896744811407;0.0000;3.0000;387.0000;0.00000000;3516;ARAPIRACA;AL;3.00000000;10.5600000000000000;31.680000
3516;LOJA MERCONPLAS LTDA;SANITA (AVULSA) - MONTE LIBANO;MONTE LIBANO IND. E COM. DE BRINQUEDOS LTDA;60;2016-04-25;LANCADO;3;7896744811353;0.0000;1.0000;258.0000;0.00000000;3516;ARAPIRACA;AL;1.00000000;5.2300000000000000;5.230000
3516;LOJA MERCONPLAS LTDA;SANITA (REDONDA) - MONTE LIBANO;MONTE LIBANO IND. E COM. DE BRINQUEDOS LTDA;60;2016-04-23;LANCADO;3;7896744811407;0.0000;3.0000;390.0000;0.00000000;3516;ARAPIRACA;AL;3.00000000;10.5600000000000000;31.680000
3516;LOJA MERCONPLAS LTDA;SANITA (AVULSA) - MONTE LIBANO;MONTE LIBANO IND. E COM. DE BRINQUEDOS LTDA;60;2016-04-22;LANCADO;3;7896744811353;0.0000;2.0000;260.0000;0.00000000;3516;ARAPIRACA;AL;2.00000000;5.2300000000000000;10.460000
3516;LOJA MERCONPLAS LTDA;SANITA (REDONDA) - MONTE LIBANO;MONTE LIBANO IND. E COM. DE BRINQUEDOS LTDA;60;2016-04-22;LANCADO;3;7896744811407;0.0000;1.0000;391.0000;0.00000000;3516;ARAPIRACA;AL;1.00000000;10.5600000000000000;10.560000
3516;LOJA MERCONPLAS LTDA;ESCOVA C/SUPORTE - MONTE LIBANO;MONTE LIBANO IND. E COM. DE BRINQUEDOS LTDA;60;2016-04-22;LANCADO;3;7896744810400;0.0000;1.0000;53.0000;0.00000000;3516;ARAPIRACA;AL;1.00000000;6.2100000000000000;6.210000
3516;LOJA MERCONPLAS LTDA;SANITA (AVULSA) - MONTE LIBANO;MONTE LIBANO IND. E COM. DE BRINQUEDOS LTDA;60;2016-04-20;LANCADO;3;7896744811353;0.0000;5.0000;265.0000;0.00000000;3516;ARAPIRACA;AL;5.00000000;5.2300000000000000;26.150000
3516;LOJA MERCONPLAS LTDA;ESCOVA C/SUPORTE - MONTE LIBANO;MONTE LIBANO IND. E COM. DE BRINQUEDOS LTDA;60;2016-04-20;LANCADO;3;7896744810400;0.0000;2.0000;55.0000;0.00000000;3516;ARAPIRACA;AL;2.00000000;6.2100000000000000;12.420000
806;ASSOCIACAO DE ASSISTENCIA SAO VICENTE DE PAULO;SANITA (AVULSA) - MONTE LIBANO;MONTE LIBANO IND. E COM. DE BRINQUEDOS LTDA;60;2016-04-22;LANCADO;2227;7896744811353;0.0000;4.0000;269.0000;0.00000000;806;ARAPIRACA;AL;4.00000000;5.3900000000000000;21.560000
3516;LOJA MERCONPLAS LTDA;SANITA (REDONDA) - MONTE LIBANO;MONTE LIBANO IND. E COM. DE BRINQUEDOS LTDA;60;2016-04-19;LANCADO;3;7896744811407;0.0000;4.0000;395.0000;0.00000000;3516;ARAPIRACA;AL;4.00000000;10.5600000000000000;42.240000
3516;LOJA MERCONPLAS LTDA;SANITA (QUADRANGULAR) - MONTE LIBANO;MONTE LIBANO IND. E COM. DE BRINQUEDOS LTDA;60;2016-04-19;LANCADO;3;7896744811308;0.0000;4.0000;36.0000;0.00000000;3516;ARAPIRACA;AL;4.00000000;12.1600000000000000;48.640000
